Id,time,T_min,T_mean,T_max,P_min,P_mean,P_max,U_min,U_mean,U_max,Ff_min,Ff_mean,Ff_max,N_min,N_mean,N_max,VV_min,VV_mean,VV_max,RRR_min,RRR_mean,RRR_max,y
136,2021-09-02 00:00:00+03:00,-20.6,-16.7875,-13.5,763.6,767.0375,769.3,75,81.5,85,1,3.75,7,0.5,0.825,1.0,2.8,6.242857142857143,10.0,0.05,1.025,2.0,1
137,2021-09-03 00:00:00+03:00,-15.7,-13.2875,-10.6,758.2,762.0875,766.2,60,71.75,83,2,3.75,6,0.0,0.39375,0.95,10.0,10.0,10.0,0.05,0.05,0.05,1
138,2021-09-04 00:00:00+03:00,0.1,3.5500000000000003,8.0,758.8,764.0,767.7,39,67.125,89,3,4.625,6,0.25,0.65625,1.0,10.0,10.0,10.0,0.0,0.0,0.0,1
139,2021-09-05 00:00:00+03:00,4.8,7.2375,9.9,751.6,757.825,763.8,46,71.25,92,3,6.375,9,0.5,0.90625,1.0,6.0,9.5,10.0,0.05,0.525,1.0,1
140,2021-09-06 00:00:00+03:00,14.6,16.375,18.0,758.5,759.0875,759.7,77,85.875,93,4,4.75,7,0.6,0.84375,1.0,8.0,9.75,10.0,0.0,3.0,6.0,1
141,2021-09-07 00:00:00+03:00,20.8,26.375,31.1,764.6,766.8875,768.7,35,49.5,68,3,3.625,5,0.0,0.3375,0.6,10.0,10.0,10.0,0.0,0.0,0.0,1
142,2021-09-08 00:00:00+03:00,17.3,23.0125,28.4,762.0,762.85,763.5,49,73.25,93,1,1.875,4,0.25,0.4625,0.6,3.3,7.7,10.0,0.0,0.0,0.0,1
143,2021-09-09 00:00:00+03:00,13.2,15.125,17.7,759.7,760.375,761.0,74,84.25,91,5,6.25,8,0.4,0.85,1.0,10.0,10.0,10.0,0.0,0.25,0.5,1
144,2021-09-10 00:00:00+03:00,-0.8,5.325,13.2,776.2,778.175,780.1,41,67.0,87,2,2.75,5,0.0,0.3125,0.6,2.4,7.2375,10.0,0.0,0.0,0.0,1
145,2021-09-11 00:00:00+03:00,-1.9,-0.08750000000000002,3.5,751.7,761.075,770.8,64,80.75,93,5,6.5,8,0.5,0.8312499999999999,1.0,0.6,7.8625,10.0,0.3,1.15,2.0,1
146,2021-09-12 00:00:00+03:00,-14.4,-11.95,-10.3,767.7,769.7625,772.9,78,81.875,84,3,4.0,5,0.25,0.59375,1.0,10.0,10.0,10.0,0.0,0.025,0.05,1
147,2021-09-13 00:00:00+03:00,14.5,17.05,21.8,753.0,755.625,758.5,54,80.25,95,2,5.0,9,0.25,0.65625,0.95,0.5,6.7625,10.0,0.0,0.025,0.05,1
148,2021-09-14 00:00:00+03:00,9.5,11.975,15.5,753.1,755.1375,756.1,45,63.125,83,5,7.25,9,0.5,0.6125,0.75,10.0,10.0,10.0,0.0,0.0,0.0,1
149,2021-09-15 00:00:00+03:00,8.1,9.4625,12.3,755.6,758.125,760.6,50,64.125,80,5,6.375,7,0.6,0.86875,1.0,10.0,10.0,10.0,0.0,0.025,0.05,1
150,2021-09-16 00:00:00+03:00,5.6,7.4625,9.1,761.1,763.475,765.0,67,78.25,95,3,4.25,5,0.75,0.925,1.0,2.4,9.05,10.0,0.05,0.05,0.05,1
151,2021-09-17 00:00:00+03:00,4.4,6.2625,7.6,765.0,765.3875,766.3,61,76.75,87,1,2.5,4,0.4,0.85,1.0,10.0,10.0,10.0,0.05,0.05,0.05,1
152,2021-09-18 00:00:00+03:00,1.5,5.4125,8.2,767.1,767.95,768.5,64,79.25,93,2,4.625,6,0.25,0.6125,0.95,10.0,10.0,10.0,0.0,0.0,0.0,1
153,2021-09-19 00:00:00+03:00,4.3,5.9375,7.9,765.1,766.8625,768.0,59,69.25,78,7,8.375,10,0.95,0.98125,1.0,9.0,9.875,10.0,0.0,0.025,0.05,1
154,2021-09-20 00:00:00+03:00,4.5,5.2875,6.1,762.6,762.9625,764.0,86,91.875,94,8,10.0,11,0.95,0.99375,1.0,3.0,5.728571428571429,10.0,2.0,4.5,7.0,0
155,2021-09-21 00:00:00+03:00,5.6,6.1125,6.4,760.1,760.725,762.4,92,93.75,95,6,7.5,10,0.95,0.99375,1.0,3.4,6.414285714285714,10.0,3.0,3.0,3.0,0
156,2021-09-22 00:00:00+03:00,4.9,6.0375,7.0,758.5,759.2,760.3,94,94.875,96,3,4.0,5,1.0,1.0,1.0,3.8,7.0875,10.0,0.0,3.0,6.0,0
157,2021-09-23 00:00:00+03:00,6.8,8.75,10.9,757.0,759.125,760.8,87,93.375,98,2,2.75,4,0.95,0.9875,1.0,0.4,5.875,10.0,4.0,4.0,4.0,0
158,2021-09-24 00:00:00+03:00,7.2,8.7875,10.1,752.4,753.6875,756.1,68,79.875,94,2,4.875,7,0.6,0.88125,0.95,3.4,9.175,10.0,0.05,0.05,0.05,1
159,2021-09-25 00:00:00+03:00,8.1,8.975,10.0,751.9,753.1375,753.8,81,85.625,94,4,4.5,5,0.95,0.9624999999999999,1.0,3.1,8.6375,10.0,0.0,1.5,3.0,0
160,2021-09-26 00:00:00+03:00,9.0,9.65,10.4,751.1,754.575,760.0,79,90.25,96,3,5.5,7,0.75,0.94375,1.0,10.0,10.0,10.0,1.0,2.0,3.0,1
161,2021-09-27 00:00:00+03:00,8.3,8.85,9.3,761.5,765.725,768.4,84,89.375,93,4,5.0,6,0.75,0.95625,1.0,4.4,9.3,10.0,0.05,0.175,0.3,1
162,2021-09-28 00:00:00+03:00,5.5,7.3375,8.7,768.7,772.275,775.3,64,81.875,94,3,4.5,6,0.5,0.8125,1.0,10.0,10.0,10.0,0.0,0.025,0.05,1
163,2021-09-29 00:00:00+03:00,1.8,4.7125,8.2,776.3,776.7125,777.3,73,85.125,97,2,2.875,4,0.5,0.71875,1.0,0.2,7.0,10.0,0.0,0.0,0.0,1
164,2021-09-30 00:00:00+03:00,4.3,5.3625,6.5,776.5,776.9125,777.3,76,83.25,92,2,2.375,3,1.0,1.0,1.0,7.0,9.375,10.0,0.05,0.05,0.05,1
165,2021-10-01 00:00:00+03:00,-10.1,-9.0,-7.5,759.8,761.8,764.6,84,85.75,88,3,3.75,4,1.0,1.0,1.0,3.6,7.528571428571429,10.0,0.05,0.225,0.4,1
166,2021-10-02 00:00:00+03:00,-16.6,-14.15,-12.9,762.4,762.95,763.7,74,81.125,86,4,5.375,8,0.95,0.98125,1.0,1.1,6.275,10.0,2.0,3.5,5.0,1
167,2021-10-03 00:00:00+03:00,-22.0,-17.625,-13.2,767.4,770.4625,772.6,40,60.625,76,2,3.375,5,0.0,0.125,0.25,10.0,10.0,10.0,0.0,0.0,0.0,1
168,2021-10-04 00:00:00+03:00,1.8,6.7124999999999995,11.1,766.5,768.1875,769.3,30,43.25,61,3,4.625,7,0.0,0.11875,0.4,10.0,10.0,10.0,0.0,0.0,0.0,1
169,2021-10-05 00:00:00+03:00,4.9,10.1625,15.4,765.7,768.7375,769.9,24,37.0,56,3,4.125,7,0.25,0.26875,0.4,10.0,10.0,10.0,0.0,0.0,0.0,1
170,2021-10-06 00:00:00+03:00,12.8,14.2125,16.4,759.1,759.7375,760.3,81,86.5,92,2,4.5,6,0.4,0.88125,1.0,10.0,10.0,10.0,0.05,4.525,9.0,1
171,2021-10-07 00:00:00+03:00,22.7,27.0,32.3,762.4,763.775,765.1,36,52.625,61,2,3.25,7,0.0,0.39375,0.75,10.0,10.0,10.0,0.0,0.025,0.05,1
172,2021-10-08 00:00:00+03:00,20.2,23.625,28.0,760.8,761.5625,762.7,53,70.625,86,2,3.625,5,0.5,0.66875,1.0,6.0,9.5,10.0,0.0,0.0,0.0,1
173,2021-10-09 00:00:00+03:00,13.5,15.1125,17.9,760.0,761.375,763.8,79,89.125,94,2,4.375,6,0.4,0.74375,1.0,0.2,8.775,10.0,0.0,0.45,0.9,1
174,2021-10-10 00:00:00+03:00,0.9,6.2625,14.1,773.4,775.2125,776.5,38,66.375,88,1,3.0,5,0.0,0.3375,0.6,1.8,7.8,10.0,0.0,0.0,0.0,1
175,2021-10-11 00:00:00+03:00,-3.1,-1.5875,0.7,771.1,773.55,775.0,61,70.125,75,3,5.125,7,0.25,0.51875,0.75,10.0,10.0,10.0,0.0,0.0,0.0,0
176,2021-10-12 00:00:00+03:00,-18.5,-15.475,-11.6,773.7,775.1625,776.0,78,83.125,85,2,3.875,6,0.0,0.19375,0.75,1.1,8.6375,10.0,0.0,0.025,0.05,1
177,2021-10-13 00:00:00+03:00,6.2,9.4,13.5,759.7,760.65,761.6,61,71.125,86,2,3.5,4,0.6,0.85625,1.0,2.3,8.6625,10.0,0.8,0.8500000000000001,0.9,1
178,2021-10-14 00:00:00+03:00,6.2,7.3375,8.3,755.9,758.5,761.3,90,93.875,97,2,3.375,4,0.95,0.98125,1.0,2.4,4.357142857142857,10.0,3.0,4.0,5.0,1
179,2021-10-15 00:00:00+03:00,4.5,6.25,7.6,755.8,759.425,761.5,69,82.0,95,4,6.125,8,0.4,0.88125,1.0,4.0,8.625,10.0,0.05,3.525,7.0,1
180,2021-10-16 00:00:00+03:00,6.7,8.325,10.5,757.6,758.75,760.2,61,73.25,88,5,6.625,9,0.95,0.96875,1.0,10.0,10.0,10.0,0.0,0.3,0.6,1
181,2021-10-17 00:00:00+03:00,3.5,5.2,6.9,758.6,759.0875,759.7,78,86.75,93,5,5.75,7,0.05,0.68125,1.0,10.0,10.0,10.0,0.0,0.0,0.0,1
182,2021-10-18 00:00:00+03:00,2.3,4.6875,6.8,755.6,756.8375,758.0,60,83.75,91,3,5.25,9,0.5,0.8125,1.0,10.0,10.0,10.0,0.6,1.8,3.0,1
183,2021-10-19 00:00:00+03:00,2.0,2.8,4.0,757.8,760.3125,762.8,73,83.375,90,4,4.75,6,0.75,0.9312499999999999,1.0,10.0,10.0,10.0,0.2,0.4,0.6,0
184,2021-10-20 00:00:00+03:00,-0.9,1.0375,2.6,756.5,763.425,766.4,63,78.75,89,3,5.625,9,0.4,0.80625,1.0,10.0,10.0,10.0,0.05,1.525,3.0,0
185,2021-10-21 00:00:00+03:00,3.1,9.225,12.4,746.3,748.5,752.8,74,89.375,96,5,7.0,8,0.95,0.9875,1.0,3.4,8.566666666666666,10.0,0.4,1.7,3.0,0
186,2021-10-22 00:00:00+03:00,7.0,10.0625,12.3,743.3,745.9125,750.4,60,70.0,87,6,8.0,10,0.4,0.7875,0.95,10.0,10.0,10.0,0.05,0.525,1.0,1
187,2021-10-23 00:00:00+03:00,2.9,5.3625,7.0,751.0,752.625,756.0,63,71.5,89,4,6.625,11,0.25,0.54375,0.95,10.0,10.0,10.0,0.0,0.15,0.3,1
188,2021-10-24 00:00:00+03:00,0.3,2.6,3.9,756.3,760.5,767.4,79,86.625,93,3,5.125,8,0.4,0.79375,1.0,5.0,9.375,10.0,0.4,0.45,0.5,1
189,2021-10-25 00:00:00+03:00,-2.8,-0.2375,2.5,768.8,770.975,772.6,64,78.625,92,4,4.625,6,0.4,0.6125,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0
190,2021-10-26 00:00:00+03:00,-1.0,2.65,7.2,763.6,766.1625,769.3,54,71.0,89,5,5.625,7,0.25,0.46875,0.6,10.0,10.0,10.0,0.0,0.0,0.0,0
191,2021-10-27 00:00:00+03:00,2.5,4.3625,5.8,759.4,760.8625,763.3,60,71.125,85,5,6.5,8,0.6,0.7999999999999999,1.0,10.0,10.0,10.0,0.0,0.025,0.05,1
192,2021-10-28 00:00:00+03:00,5.7,7.075,9.9,756.1,759.35,765.1,81,88.375,95,3,5.5,7,0.75,0.93125,1.0,3.2,8.775,10.0,0.7,1.35,2.0,1
193,2021-10-29 00:00:00+03:00,4.6,6.875,8.9,766.9,767.8125,768.5,80,87.375,90,0,4.375,6,0.75,0.90625,1.0,4.2,9.275,10.0,0.0,0.025,0.05,0
194,2021-10-30 00:00:00+03:00,8.0,9.975,12.9,768.0,768.4875,769.1,68,81.25,88,5,7.0,9,0.4,0.675,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0
195,2021-10-31 00:00:00+03:00,4.7,5.425,6.9,766.8,768.2875,769.6,73,86.0,91,3,5.25,8,0.0,0.29375,0.95,2.7,8.8375,10.0,0.0,0.0,0.0,0
196,2021-11-01 00:00:00+03:00,-10.1,-9.425,-8.5,765.1,765.425,765.9,84,85.875,88,2,2.25,3,0.95,0.99375,1.0,6.0,7.857142857142857,9.0,0.05,0.05,0.05,0
197,2021-11-02 00:00:00+03:00,-18.7,-16.1875,-13.2,763.9,764.4375,765.7,79,82.125,84,2,3.125,4,0.6,0.95,1.0,4.4,6.528571428571429,10.0,0.3,0.35,0.4,0
198,2021-11-03 00:00:00+03:00,-19.8,-14.075,-8.0,769.9,772.475,774.0,37,51.625,68,2,2.75,4,0.0,0.09375,0.25,10.0,10.0,10.0,0.0,0.0,0.0,0
199,2021-11-04 00:00:00+03:00,3.8,10.1,16.2,767.8,770.275,772.6,30,41.0,53,1,3.25,5,0.0,0.175,0.4,10.0,10.0,10.0,0.0,0.0,0.0,0
200,2021-11-05 00:00:00+03:00,7.6,14.700000000000001,22.3,768.1,769.825,771.1,25,39.625,52,2,4.625,8,0.0,0.1875,0.25,10.0,10.0,10.0,0.0,0.0,0.0,0
201,2021-11-06 00:00:00+03:00,13.0,14.6875,16.8,759.1,759.6875,760.0,90,91.5,94,3,4.875,7,0.95,0.96875,1.0,8.0,9.75,10.0,4.0,5.5,7.0,0
202,2021-11-07 00:00:00+03:00,22.2,26.45,30.8,762.7,763.1625,763.5,38,58.25,87,2,3.375,6,0.05,0.275,0.6,10.0,10.0,10.0,0.0,0.0,0.0,0
203,2021-11-14 00:00:00+03:00,0.9,1.1500000000000001,1.5,769.7,771.275,772.3,87,90.625,94,2,3.75,5,0.75,0.93125,1.0,4.5,8.4375,10.0,0.05,0.42500000000000004,0.8,0
204,2021-11-19 00:00:00+03:00,-0.4,1.2874999999999999,2.5,750.4,754.65,757.3,85,89.75,95,3,5.75,7,0.95,0.9875,1.0,1.4,6.3428571428571425,10.0,0.05,0.525,1.0,0
205,2021-11-21 00:00:00+03:00,-0.3,1.025,1.7,743.5,745.0125,746.0,80,87.625,94,3,5.75,7,0.75,0.95,1.0,1.2,6.4,10.0,0.6,0.8,1.0,0
206,2021-11-27 00:00:00+03:00,0.6,1.8375,2.5,749.4,753.8875,756.4,78,86.875,93,3,5.75,9,1.0,1.0,1.0,2.1,8.1375,10.0,0.05,1.025,2.0,0
207,2021-11-28 00:00:00+03:00,1.9,3.3375,4.5,748.6,751.675,756.4,79,87.125,96,5,5.75,8,0.95,0.99375,1.0,3.9,8.4625,10.0,0.0,0.2,0.4,0
208,2021-12-05 00:00:00+03:00,10.9,15.25,23.4,763.6,767.4,769.9,36,67.125,82,1,4.25,8,0.25,0.725,1.0,10.0,10.0,10.0,0.0,0.4,0.8,0
209,2021-12-12 00:00:00+03:00,-13.1,-9.0375,-3.9,772.9,774.525,775.9,87,90.5,95,2,3.375,5,1.0,1.0,1.0,0.8,2.25,3.6,0.05,0.525,1.0,0
210,2021-12-19 00:00:00+03:00,-3.3,-2.0375,-0.2,736.6,741.2625,751.9,87,91.0,93,4,4.875,6,0.95,0.9875,1.0,1.0,3.9714285714285715,10.0,2.0,4.5,7.0,0
211,2021-12-26 00:00:00+03:00,-12.6,-9.55,-6.8,746.7,749.2,752.3,71,82.25,90,5,7.5,12,0.4,0.825,1.0,0.4,5.457142857142857,10.0,0.3,2.15,4.0,0
212,2022-01-02 00:00:00+03:00,-3.1,-2.3375,-1.6,743.6,745.85,748.6,82,90.25,96,2,4.5,8,1.0,1.0,1.0,1.6,5.8125,10.0,0.4,1.2,2.0,0
213,2022-01-09 00:00:00+03:00,8.3,10.4125,13.3,756.7,757.1,757.9,53,71.875,87,6,7.0,8,0.05,0.60625,0.95,10.0,10.0,10.0,0.0,0.15,0.3,0
214,2022-01-16 00:00:00+03:00,-6.0,-3.975,-2.9,751.4,754.7625,756.8,72,76.375,81,5,5.75,7,0.5,0.85625,1.0,8.0,9.75,10.0,0.05,0.125,0.2,0
215,2022-01-23 00:00:00+03:00,-5.7,-5.1125,-4.6,761.7,768.725,775.2,84,88.75,92,2,3.75,5,0.95,0.99375,1.0,2.5,7.05,10.0,0.05,0.525,1.0,0
216,2022-01-30 00:00:00+03:00,-5.0,-4.25,-3.4,745.3,747.875,752.7,75,84.25,93,2,5.5,7,1.0,1.0,1.0,1.9,7.3625,10.0,0.3,0.4,0.5,0
217,2022-02-06 00:00:00+03:00,15.1,20.2875,25.3,762.8,764.1,765.2,53,69.0,84,3,3.75,4,0.25,0.6375,0.95,10.0,10.0,10.0,0.0,0.025,0.05,0
218,2022-02-13 00:00:00+03:00,-3.0,-0.9875,0.7,763.6,764.5375,765.7,68,71.625,75,5,7.375,9,0.6,0.8312499999999999,0.95,10.0,10.0,10.0,0.0,0.0,0.0,0
219,2022-02-14 00:00:00+03:00,-3.0,-1.55,0.7,761.4,762.2875,763.8,59,65.5,73,5,6.375,7,0.5,0.625,0.75,10.0,10.0,10.0,0.0,0.0,0.0,0
220,2022-02-18 00:00:00+03:00,0.3,1.8125,2.3,738.3,742.425,748.6,66,83.125,95,5,5.875,8,0.0,0.76875,1.0,4.6,8.371428571428572,10.0,0.3,0.44999999999999996,0.6,0
221,2022-02-20 00:00:00+03:00,-0.1,0.9125,1.9,742.4,746.7625,751.8,63,80.375,93,5,7.125,9,0.75,0.925,1.0,1.5,8.125,10.0,0.5,0.75,1.0,0
222,2022-02-27 00:00:00+03:00,-3.4,-1.3,1.2,769.9,774.5375,777.7,58,65.75,73,3,4.875,7,0.0,0.71875,0.95,10.0,10.0,10.0,0.0,0.0,0.0,0
223,2022-03-06 00:00:00+03:00,14.7,17.35,20.7,760.3,762.1875,764.2,70,77.625,84,2,4.5,8,0.25,0.6375,0.95,10.0,10.0,10.0,0.0,2.5,5.0,0
224,2022-03-13 00:00:00+03:00,-3.9,-1.0,2.1,768.7,770.4625,771.7,66,75.625,82,2,4.625,7,0.4,0.925,1.0,10.0,10.0,10.0,0.0,0.025,0.05,0
225,2022-03-20 00:00:00+03:00,-2.0,3.0125,8.4,775.4,778.575,781.8,39,51.75,65,3,4.625,7,0.0,0.00625,0.05,10.0,10.0,10.0,0.0,0.0,0.0,0
226,2022-03-27 00:00:00+03:00,-5.4,-3.575,-1.1,744.5,751.0875,759.0,43,66.875,85,7,9.25,13,0.25,0.89375,1.0,0.4,6.2375,10.0,0.0,0.1,0.2,0
227,2022-04-03 00:00:00+03:00,-5.8,-2.8625,-0.7,758.8,759.8125,760.5,63,75.0,89,2,5.125,6,0.25,0.79375,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0
228,2022-04-10 00:00:00+03:00,8.7,10.1375,12.5,751.1,754.025,756.7,65,76.625,82,4,7.5,9,0.6,0.875,1.0,10.0,10.0,10.0,1.0,1.5,2.0,0
229,2022-04-15 00:00:00+03:00,2.6,5.725,9.9,760.3,761.7875,763.7,43,68.25,91,0,2.75,5,0.6,0.8375,1.0,7.0,9.625,10.0,0.0,0.5,1.0,0
230,2022-04-16 00:00:00+03:00,1.1,2.5125,4.6,758.8,761.7625,765.4,73,86.875,95,5,7.375,10,0.75,0.95625,1.0,3.9,7.9875,10.0,0.05,3.025,6.0,1
231,2022-04-17 00:00:00+03:00,-0.8,2.525,5.4,765.8,766.7875,767.3,40,54.125,76,6,6.875,8,0.5,0.725,0.95,10.0,10.0,10.0,0.0,0.0,0.0,1
232,2022-04-18 00:00:00+03:00,0.0,4.9125,9.5,763.8,765.4375,766.9,36,48.75,58,3,4.875,6,0.05,0.44375,0.75,10.0,10.0,10.0,0.0,0.0,0.0,1
233,2022-04-19 00:00:00+03:00,1.9,7.6375,13.0,763.1,764.1125,764.9,47,56.75,72,4,6.5,9,0.4,0.58125,0.75,10.0,10.0,10.0,0.0,0.0,0.0,1
234,2022-04-20 00:00:00+03:00,3.5,9.325,14.5,762.3,763.325,764.2,27,47.75,78,3,7.875,12,0.25,0.44375,0.75,10.0,10.0,10.0,0.0,0.0,0.0,1
235,2022-04-21 00:00:00+03:00,6.2,7.1,8.6,762.4,764.175,767.0,49,68.75,87,3,7.25,10,0.4,0.85,1.0,10.0,10.0,10.0,0.0,1.0,2.0,0
236,2022-04-22 00:00:00+03:00,5.4,7.7375,10.1,764.2,766.2375000000001,767.2,69,81.25,92,2,2.125,3,0.75,0.94375,1.0,10.0,10.0,10.0,0.0,0.025,0.05,1
237,2022-04-23 00:00:00+03:00,6.6,10.05,14.3,760.6,762.2,763.6,45,71.875,94,1,2.125,4,0.75,0.85,0.95,4.0,8.285714285714286,10.0,0.0,0.3,0.6,1
238,2022-04-24 00:00:00+03:00,6.0,8.7125,11.9,758.2,759.5875,760.9,62,80.375,95,3,4.375,6,0.75,0.89375,1.0,2.8,8.685714285714285,10.0,0.0,0.4,0.8,1
239,2022-04-25 00:00:00+03:00,8.8,11.35,15.3,755.0,756.6375,757.7,50,77.625,97,2,4.125,6,0.95,0.975,1.0,2.5,8.25,10.0,0.6,0.8,1.0,1
240,2022-04-26 00:00:00+03:00,9.1,11.775,14.1,754.6,755.0,756.1,55,73.625,94,2,3.75,6,0.5,0.7875,1.0,3.1,9.0125,10.0,0.0,0.2,0.4,1
241,2022-04-27 00:00:00+03:00,4.9,8.075,10.6,756.7,759.875,764.5,52,67.75,88,3,4.875,8,0.4,0.7,1.0,10.0,10.0,10.0,0.0,0.15,0.3,1
242,2022-04-28 00:00:00+03:00,0.5,3.875,7.0,765.7,767.9375,769.0,33,53.25,77,2,3.5,6,0.4,0.6625,0.95,10.0,10.0,10.0,0.05,0.05,0.05,1
243,2022-04-29 00:00:00+03:00,0.3,4.9,9.6,766.0,768.225,769.3,33,63.375,95,1,3.875,7,0.0,0.5874999999999999,1.0,3.0,9.0,10.0,0.05,0.05,0.05,1
244,2022-04-30 00:00:00+03:00,0.8,3.5375,5.5,767.4,767.8625,768.3,44,63.75,91,2,4.25,5,0.25,0.55,0.75,10.0,10.0,10.0,0.05,0.175,0.3,1
245,2022-05-01 00:00:00+03:00,-6.5,-5.9875,-5.3,744.4,748.6,753.1,81,87.5,91,2,4.5,7,0.95,0.9875,1.0,0.4,5.725,10.0,0.05,2.025,4.0,1
246,2022-05-02 00:00:00+03:00,-8.9,-8.1,-7.0,757.1,760.325,762.1,79,88.75,93,0,1.625,3,0.0,0.68125,1.0,0.6,4.3,10.0,0.05,1.025,2.0,1
247,2022-05-03 00:00:00+03:00,-2.8,-1.7625,-0.8,760.9,762.375,764.2,66,72.75,82,4,5.5,8,0.95,0.975,1.0,9.0,9.875,10.0,0.05,0.05,0.05,1
248,2022-05-04 00:00:00+03:00,-1.0,1.6624999999999999,4.6,747.8,750.6125,753.3,42,56.625,89,3,6.25,10,0.6,0.88125,1.0,3.9,9.2375,10.0,0.05,0.125,0.2,0
249,2022-05-05 00:00:00+03:00,0.3,5.2375,10.2,764.9,767.9625,769.6,25,47.375,77,3,4.25,6,0.0,0.2625,0.6,10.0,10.0,10.0,0.0,0.0,0.0,1
250,2022-05-06 00:00:00+03:00,12.0,14.35,17.6,760.6,761.4875,762.9,52,71.5,88,2,3.625,6,0.25,0.60625,0.95,10.0,10.0,10.0,0.05,0.325,0.6,1
251,2022-05-07 00:00:00+03:00,19.6,22.625,27.4,760.6,761.0,761.5,45,65.375,78,2,3.375,6,0.25,0.675,1.0,10.0,10.0,10.0,0.0,0.2,0.4,1
252,2022-05-08 00:00:00+03:00,18.6,23.8875,29.3,765.0,766.0,766.6,37,58.625,79,2,3.375,5,0.4,0.56875,0.95,10.0,10.0,10.0,0.0,0.0,0.0,1
253,2022-05-09 00:00:00+03:00,4.9,8.1625,11.1,764.4,765.35,766.1,66,82.875,91,3,4.0,5,0.0,0.63125,0.95,10.0,10.0,10.0,0.0,1.0,2.0,1
254,2022-05-10 00:00:00+03:00,6.0,7.075,7.9,756.9,758.7125,761.8,82,87.625,93,3,3.875,6,0.5,0.8875,1.0,9.0,9.875,10.0,0.5,0.75,1.0,1
255,2022-05-11 00:00:00+03:00,-1.7,-0.9125,-0.6,766.3,769.05,771.4,83,85.375,87,2,2.75,4,1.0,1.0,1.0,10.0,10.0,10.0,0.05,0.05,0.05,1
